Waktu,Tweet,Username
2021-11-16 06:39:12+00:00,'Njir... nyasare nemen j\n\n#percumalaporpolisi https://t.co/W8V8o9cGDD',Wisnu Hanggono
2021-11-16 06:38:29+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",Ahmad Farid M.
2021-11-16 06:37:29+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',BPH
2021-11-16 06:37:16+00:00,'Trending lagi tagar ini..#percumalaporpolisi',taukah kamu
2021-11-16 06:37:04+00:00,'seharian tanpa bau badan cuma 12000 cuma hari ini Mumpung 11.11 Tenlung Bau Badan langsung cek di shopee https://t.co/JaamFmTc8R\nUstadz Farid Okbah\nTVRI\nPertamina\n#ekoout \nDiakui\nFULL SENYUM\n#percumalaporpolisi \n#PencitraanBasiPejabat \nUlama\n#ArthurOut \n#FreeEXOFromNctzen https://t.co/N6a407jjTM',JIMIN
2021-11-16 06:36:27+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Deang
2021-11-16 06:36:09+00:00,'Karena memang ga ada gunanya..\n#percumalaporpolisi',yaudahiyaaaa
2021-11-16 06:36:05+00:00,'RT @NayoanAngelyca: Satu guru dg yang ini kak \xf0\x9f\x98\x82\n#PercumaLaporPolisi https://t.co/MrvRnC9XWB',Al Chemist Al Jabbar Ibn Xine
2021-11-16 06:36:03+00:00,'RT @sijack88: #percumalaporpolisi \napakah harus lapor #satpamBCA',ELITE GLOBAL DISTRIK JABAR
2021-11-16 06:35:57+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Xaviera Anastasya
2021-11-16 06:35:37+00:00,'Skrg orang lebih nyaman ngelapornya via sosmed. Karena #percumalaporpolisi . https://t.co/5CaA9oDaby',unknown
2021-11-16 06:35:36+00:00,'Lapor satpam BCA...aman...nyaman...respons cepat...#percumalaporpolisi',Pangeran Nipunegoro
2021-11-16 06:34:08+00:00,'rambut sehat tanpa rontok cuma 12000 rupiah Tenlung kesehatan rambut cek  di shopee https://t.co/yu9hv0OU6E\nShopeePay\nUstadz Farid Okbah\nTVRI\nPertamina\n#ekoout \nDiakui\nFULL SENYUM\n#percumalaporpolisi \n#PencitraanBasiPejabat \nUlama\n#ArthurOut \n#FreeEXOFromNctzen https://t.co/tARaCSBUMB',JIMIN
2021-11-16 06:34:04+00:00,'Apa benar #PercumaLaporPolisi ini ??\n\nLaporan ProDem soal dugaan bisnis PCR Menko Marves Luhut Pandjaitan dan Menteri BUMN Erick Thohir ditolak polisi. Penolakan polisi dinilai tak masuk akal.\n\nhttps://t.co/S83EiLHNGs',Molly Sitorus
2021-11-16 06:33:09+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',.-.
2021-11-16 06:33:08+00:00,"'cuma 12000 Tenlung lancar asi ,ASI lancar anak cerdas langsung cek produknya di https://t.co/WaWpwYoTBU\nUstadz Farid Okbah\nTVRI\nPertamina\n#ekoout \nDiakui\nFULL SENYUM\n#percumalaporpolisi \n#PencitraanBasiPejabat \nUlama\n#ArthurOut \n#FreeEXOFromNctzen \n#DukungAniesPresiden2024 \nIBHRS https://t.co/lgmhyWyDX0'",JIMIN
2021-11-16 06:31:29+00:00,"'RT @greenmoveid: #Greenmovers yang lagi pantengin trending #percumalaporpolisi, Ustadz Farid Okbah, ataupun Made In Indonesia, kita sama2 b\xe2\x80\xa6'",Aat maning
2021-11-16 06:30:03+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',farhan
2021-11-16 06:29:47+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Aldi
2021-11-16 06:29:37+00:00,'virall Nambah tinggi badan cuma 12000 Tenlung Peninggi badan di shopee  https://t.co/W73dwMfzRA\nUstadz Farid Okbah\nTVRI\nPertamina\n#ekoout \nDiakui\nFULL SENYUM\n#percumalaporpolisi \n#PencitraanBasiPejabat \nUlama\n#ArthurOut \n#FreeEXOFromNctzen \n#DukungAniesPresiden2024 \nIBHRS https://t.co/TjcZ496WfK',JIMIN
2021-11-16 06:26:46+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Aribhan
2021-11-16 06:26:28+00:00,'@indoprogress #percumalaporpolisi \nLebih indah klo diviralkan',Betta Corner IND
2021-11-16 06:26:11+00:00,"'Hmm, jadi begituh.... \n#percumalaporpolisi \n\nhttps://t.co/1hxFtbucCi'",Wais Alfarizzi
2021-11-16 06:25:35+00:00,"'Buang - buang waktu , mending nggak usah , hukum rimba dan ikhlas itu lebih berfaedah daripada lapor lapor  #percumalaporpolisi'",Confide In
2021-11-16 06:25:11+00:00,'Ijin bertanya...\nkok ada tagar #percumalaporpolisi bagaimana ini? https://t.co/pENu0uPQzZ',Hastuti
2021-11-16 06:24:45+00:00,'mudah2an gak #percumalaporpolisi https://t.co/Tg78OG2NC2',Down Payment
2021-11-16 06:24:15+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",Ailyyys
2021-11-16 06:23:45+00:00,'RT @Anjay96162619: Miris polisi Indonesia sekarang.  hukum pun tak berguna bagi mereka yg berpangkat dan berduit. #PercumaLaporPolisi #huku\xe2\x80\xa6',R_
2021-11-16 06:23:40+00:00,'RT @indraelfarisi: Apakah tagar #percumalaporpolisi masih berlaku? https://t.co/jzygMZEEUE',Naga Bonar..ð¤
2021-11-16 06:23:02+00:00,'Lalu kamera hp kita gunanya apa pak? #percumalaporpolisi https://t.co/27K9O5FMnI',gudboi
2021-11-16 06:22:55+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',ð¦
2021-11-16 06:22:43+00:00,'RT @robbyfadila: awokwowkwok.. #percumalaporpolisi',Sany Septian
2021-11-16 06:22:12+00:00,'polisi gak ada yg benar ngeselin semua nya #percumalaporpolisi',AcuRanty
2021-11-16 06:21:55+00:00,'@alqadrie_ipeh Akhirnya ..masih Pada \n\n#percumalaporpolisi \n#percumalaporpolisi',Dzulqifli_BasÂ®A
2021-11-16 06:20:37+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",ica
2021-11-16 06:19:30+00:00,'RT @Chandra94770542: Miris....!!!!\n\n#percumalaporpolisi https://t.co/EiI8ImEyGn',ELITE GLOBAL DISTRIK JABAR
2021-11-16 06:18:40+00:00,'@VIVAcoid #percumalaporpolisi udah itu aja',yudha
2021-11-16 06:18:30+00:00,'@VIVAcoid #percumalaporpolisi  di dunia bisa kau mainkan hukum tapi Hukum Allah tak bisa kau tipu',Muezza ð²ð¨ð¯ð´
2021-11-16 06:18:11+00:00,'Wahh naik lagi nih hahaha.. #percumalaporpolisi',boemi
2021-11-16 06:16:54+00:00,'#percumalaporpolisi\n\nEmang seperti itu',E. Wijaya Saputra
2021-11-16 06:13:59+00:00,"'RT @xPemburu26: @ganafmargi Tes praktik gw yakin gw 100% lulus karna sesuai prosedur. Ga senggol cone atau apalah, pokoknya sempurna. dari\xe2\x80\xa6'",Safrin
2021-11-16 06:11:20+00:00,'Rasanya #percumalaporpolisi klo laporan masy aja di lempar2kan. https://t.co/0QgFyVWIgW https://t.co/WWnOyk6Sz2',Yoks
2021-11-16 06:09:59+00:00,'RT @CH1K4444: Oh jadi begini ?\n\nSe buah institusi yang kata nya paling bersih tapi knp malah begini ?\n\n#percumalaporpolisi\n#percumalaporpol\xe2\x80\xa6',negerielok
2021-11-16 06:09:38+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",negerielok
2021-11-16 06:09:33+00:00,"'RT @lpmkavling10: Hai, Soka!\n\nMasih ingat dengan #PercumaLaporPolisi ?\n\nTagar ini muncul sebagai buntut dari penghentian kasus pemerkosaan\xe2\x80\xa6'",Nacht Krahe
2021-11-16 06:07:23+00:00,'Dapatkan cashback reksadana dari Bibit senilai Rp25.000. \nMasukkan saat daftar KODE REFERRAL BIBIT : investa123\nhttps://t.co/8hv0U9USOR\nAdidas Pertamina #percumalaporpolisi https://t.co/DdWVEidYN9',Referral Bibit : investa123
2021-11-16 06:07:08+00:00,'RT @xPemburu26: Tolong dong bagian SATPAS juga diperiksa..\nSarangny Dosa dan Kejorokan disana.\nNajis saya sebagai pemilik SIM murni diperma\xe2\x80\xa6',MF Gani Arif
2021-11-16 06:07:02+00:00,"'RT @husinsuyut: #percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi ber\xe2\x80\xa6'",GARIS OPOSISI
2021-11-16 06:06:51+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Ragil ð
2021-11-16 06:06:49+00:00,'Makan siang padang termantep\xf0\x9f\x91\x8d\n\n#percumalaporpolisi #JagoOngkirMurah B.I ON INSERT TRANS TV #PencitraanBasiPejabat Made in Indonesia gilang born Made in Indonesia M. Faisal https://t.co/uHS490HqUW',Chandika
2021-11-16 06:06:16+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Tom Tomas
2021-11-16 06:04:50+00:00,'Huft. Sudah Kaya Raya sampai gak habis tuh 40jt keturunan. Ingin nambah lagi. Serakah amat sih pak. Untuk aparatnya ini aja deh #percumalaporpolisi\n\nhttps://t.co/wwQBNzA90B',gudboi
2021-11-16 06:04:48+00:00,'ini terjadi karena memang\n #percumalaporpolisi',Bona P. Fitrikananda
2021-11-16 06:03:45+00:00,"'Apapun yang terjadi , ikhlasin dan jalani saja \xf0\x9f\x99\x83\nKarena #percumalaporpolisi'",Ramzzz
2021-11-16 06:03:10+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',.
2021-11-16 06:02:40+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',oompaloompa
2021-11-16 06:02:00+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',thasia anjani
2021-11-16 06:01:35+00:00,"'Kalau mau lapor ke LAPOR PAK AJA TRANS 7 , soalnya tugas polisi sekarang perbanyak bikin konten...banyak uangnya lumayan... Gak bisa malak di jalan sekarang.  So...#percumalaporpolisi'",Yayat Wahyu Hidayat
2021-11-16 06:01:31+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Ahmad Fauzan
2021-11-16 05:59:58+00:00,"'#percumalaporpolisi ini politis, kampanye hitam scr general terhadap Kepolisian NKRI secara sistematis yg dilakukan oleh Khilafahers kelompok intoleran, radikal, ekstrimis, jihadis, islamis dan teroris. kelompok yg merasa mjd target penegakan hukum krn perbuatan kriminal/terornya'",Ekajuwa
2021-11-16 05:59:41+00:00,'#percumalaporpolisi\nmesti lapor siapa dong?',Heny selalu bersyukur 6â£5â£ð¹
2021-11-16 05:58:47+00:00,'@tvOneNews #PercumaLaporPolisi \nBahkan tagar ini berlaku untuk sesama Polisi. \xf0\x9f\x98\x82\xf0\x9f\xa4\xaa\n#NegeriBedebah',Sulaiman
2021-11-16 05:58:01+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',monaria
2021-11-16 05:56:48+00:00,'RT @Adra_silent: Masih relevan #percumalaporpolisi rakyat takut melapor \nYang melapor akan dibui \nJadi #percumalaporpolisi',rzky
2021-11-16 05:55:41+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',rizkipsari
2021-11-16 05:54:54+00:00,"'@Anti_Cebiong Wahh,,,kali ini gw ikut...\nSdah pernah ngalami..\nGw lapor,,malah gw di introgasi seolah tersangka...\n#percumalaporpolisi \n#percumalaporpolisi'",Mr.Jonoichi
2021-11-16 05:53:58+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',pratama
2021-11-16 05:52:52+00:00,'Kata jokowi itu hasil kerusakan berpuluh tahun\n\n#percumalaporpolisi https://t.co/NG26ATbKVW',ANTI- NEOLIB
2021-11-16 05:51:18+00:00,'Klo sudah percuma lalu buat apa POLISI IRLANDIA ADA? #percumalaporpolisi https://t.co/q9ZePHaDwX',gudboi
2021-11-16 05:51:10+00:00,"'RT @greenmoveid: #Greenmovers yang lagi pantengin trending #percumalaporpolisi, Ustadz Farid Okbah, ataupun Made In Indonesia, kita sama2 b\xe2\x80\xa6'",Dina
2021-11-16 05:50:22+00:00,'Hallo Guys semoga kalian sehat selalu \n\nYang lagi butuh atau cari cari kebutuhan tinta original bisa diorder di toko kami ya\n\nJenis : Epson Canon HP\n\nPemesanan bisa lewat Tokopedia : https://t.co/k45smIiJ2j\n\nB.I ON INSERT TRANS TV M. Faisal gilang born #percumalaporpolisi Ulama https://t.co/2cwkkvX302',mfa_online_store
2021-11-16 05:49:01+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Duls
2021-11-16 05:45:59+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",Regar Tampan
2021-11-16 05:43:32+00:00,"'RT @greenmoveid: #Greenmovers yang lagi pantengin trending #percumalaporpolisi, Ustadz Farid Okbah, ataupun Made In Indonesia, kita sama2 b\xe2\x80\xa6'",404 Ora ketemu
2021-11-16 05:43:10+00:00,'Mending Lapor Penjaga Sekolah daripada Wercok\n#PercumaLaporPolisi\n#PercumaLaporPolisi',Omega1998
2021-11-16 05:42:25+00:00,'RT @projectm_org: Lydia berharap polisi yang menyelidiki sekarang bisa \xe2\x80\x9cmenempatkan kemanusiaannya dengan baik.\xe2\x80\x9d\n\nReportase lanjutan \xe2\x80\x9cTiga\xe2\x80\xa6',Sully Just sully
2021-11-16 05:40:44+00:00,'BULAN BAHASA 2021 SMA NEGERI 1 CERME PROUDLY PRESENT\n[LOMBA STORY TELLING &amp; PUISI]\nANTAR SMP/Sederajat\n#Lombapuisi #bacapuisi #storytelling #lombastorytelling \n\nnitip ya #percumalaporpolisi https://t.co/Rh4ButoESs',â¨ðððð ððð¾ð¸ð ð»ððâ¨
2021-11-16 05:40:38+00:00,"'RT @greenmoveid: #Greenmovers yang lagi pantengin trending #percumalaporpolisi, Ustadz Farid Okbah, ataupun Made In Indonesia, kita sama2 b\xe2\x80\xa6'",MARRIE REGALL
2021-11-16 05:39:25+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',kupukupuku
2021-11-16 05:38:02+00:00,"'Aamiin, smoga bisa menang ya Pak #Airlangga , kayaknya sejauh ini juga gaada track record jelek yah. \n\n#percumalaporpolisi #JagoOngkirMurah #PencitraanBasiPejabat B.I ON INSERT TRANS TV #DukungAniesPresiden2024 Made in Indonesia gilang born Ulama #ekoout https://t.co/ts5fnMYtfh'",Chandika
2021-11-16 05:37:55+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',King of Lips Service
2021-11-16 05:37:49+00:00,"'#Greenmovers yang lagi pantengin trending #percumalaporpolisi, Ustadz Farid Okbah, ataupun Made In Indonesia, kita sama2 bantu ingetin pemerintah ya! 1 hari 1 PLTU ditutup dan dilakukan dalam waktu 10 tahun ke depan. \xf0\x9f\x91\x8c\n\n#buildbackbetterIndonesia #climateaction #zerocarbon https://t.co/qiNBwwFw7O'",GreenMoveID
2021-11-16 05:37:16+00:00,'Hari ini gua ready vcs ya kak\nPrivasi terjamin\nWa: 082265449831\nNo ribet\n\n#PencitraanBasiPejabat #percumalaporpolisi #vcsreal #vcs #vcshijab https://t.co/0Ct2vxGrPb',lidiayan2231
2021-11-16 05:36:31+00:00,"'Maju tak gentar, mengawal yang bayar.. \n#percumalaporpolisi https://t.co/4Eq79hFG4L'",Zain Zaid El-Fikri
2021-11-16 05:35:19+00:00,"'Ustadz F A O ditangkap. Kemudian ht #percumalaporpolisi Nanti bakal ilang deh. \n\nPola nya jelas, sama. Tapi masyarakat yg mikir makin sedikit.\n\nMi to the ris'",ð Win Big Win ð
2021-11-16 05:34:57+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Uncle Def ðµð±ðð¹ð·ðµð¸ð²ð¾
2021-11-16 05:34:51+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',BÂ£âÂ¢K HðÂ£â¬
2021-11-16 05:34:46+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Fan's
2021-11-16 05:32:21+00:00,'Siang kak hari ini gua ready vcs ya\nPrivasi terjamin\nWa 082265449831\nNo basa basi\n\nM.Faisal\nGilang Born\n\n#percumalaporpolisi #vcs #vcstrusted #vcshijab #vcsreal #vcsberbayar https://t.co/cTmIArLqFU',yani
2021-11-16 05:32:07+00:00,"'Trending topik #percumalaporpolisi ganti lapor propam, mau gak lapor propam?... https://t.co/mkEXGuP7zQ'",Ind2020
2021-11-16 05:31:09+00:00,'RT @indraelfarisi: Apakah tagar #percumalaporpolisi masih berlaku? https://t.co/jzygMZEEUE',Rizki Siagian
2021-11-16 05:30:57+00:00,'@Anti_Cebiong Daripada lapor polisi mending lapor netizen\n\n#percumalaporpolisi',Ailul dpi
2021-11-16 05:29:55+00:00,"'Klo Membela diri dipenjara, bubarin aja sekalian Seni Bela diri di +62.. Gw keluar dari Club Bela diri karna makin marak Hal paling Konyol sejagad raya ini.. Bukannya dipuji menumpas kejahatan malah dipenjara..\nKAN J4NC0K..\n#PercumaLaporPolisi\n#PercumaLaporPolisi'",Omega1998
2021-11-16 05:27:16+00:00,"'RT @ZAEffendy: #PercumaLaporPolisi\n""Rugi jika percaya Polisi""?? #Nalar\nSuami ditahan &gt; Istri 19 tahun, hamil 5 bulan, diperas Rp150 Juta &amp;\xe2\x80\xa6'",PADA SUATU HARI
2021-11-16 05:27:13+00:00,'Satu guru dg yang ini kak \xf0\x9f\x98\x82\n#PercumaLaporPolisi https://t.co/xg5P2Caac2 https://t.co/MrvRnC9XWB',Angelyca
2021-11-16 05:26:35+00:00,'RT @CH1K4444: Semoga lancar... xixi\nBer bisnis PCR\n\n#percumalaporpolisi\n#percumalaporpolisi\n\nhttps://t.co/4ouoounkiW',PADA SUATU HARI
2021-11-16 05:25:38+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",PADA SUATU HARI
2021-11-16 05:24:56+00:00,'Melawan Salah\nDiam juga Salah\n\nMAUNYA APA SIH?\n#PercumaLaporPolisi\n#PercumaLaporPolisi\nhttps://t.co/FeXt3EYS3T',Omega1998
2021-11-16 05:22:37+00:00,"'RT @Bastian13927380: #PercumaLaporPolisi\nMafia tanah yg di bekingin sama Preman, di laporkan ke Polresta bekasi, masih tetap bebas berkelia\xe2\x80\xa6'",Sijack88
2021-11-16 05:21:30+00:00,'RT @indraelfarisi: Apakah tagar #percumalaporpolisi masih berlaku? https://t.co/jzygMZEEUE',sonny setiawan
2021-11-16 05:20:58+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",AGUS AYAHE GERARD
2021-11-16 05:20:47+00:00,'RT @Muhamma60791227: @tvOneNews tindakan represif anggota polres Konawe Selatan yg menembaki warga di saat ingin mempertanyakan laporan mre\xe2\x80\xa6',Sijack88
2021-11-16 05:20:18+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Afran Rovaidy Hefny Noor
2021-11-16 05:18:51+00:00,"'#percumalaporpolisi\nMau sedikit cerita, perihal jmn kul dl pernah kehilangan dompet beserta seluruh brg berharga didlmnya, pas lapor pol.offc, ngurus surathilang. Nah sy kira kn gratis tu, eh ternyata ga, malah dimintain duit 50k, sy malah disuruh minjem duit tmn kos min. 20k\xf0\x9f\xa4\xaa'",Amy
2021-11-16 05:18:21+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",Sijack88
2021-11-16 05:18:06+00:00,'RT @indraelfarisi: Apakah tagar #percumalaporpolisi masih berlaku? https://t.co/jzygMZEEUE',agus abah chanel
2021-11-16 05:17:22+00:00,'#percumalaporpolisi \napakah harus lapor #satpamBCA',Sijack88
2021-11-16 05:17:18+00:00,'@indraelfarisi @amat_bn Iya tagar #Percumalaporpolisi #percumalaporpolisi trending lagi.',JAMAL BUGIS ð±
2021-11-16 05:16:35+00:00,"'#percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi berkas... akhirnya penyidiknya bilang ""cari aja dukun yang bagus...""'",Husin Nugroho
2021-11-16 05:16:02+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Sijack88
2021-11-16 05:15:51+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",#MenujuPengangguran ð©âð¼
2021-11-16 05:15:47+00:00,'RT @indraelfarisi: Apakah tagar #percumalaporpolisi masih berlaku? https://t.co/jzygMZEEUE',Amat Amit Bn Imat Imit
2021-11-16 05:15:39+00:00,'Siapa yang bisa?\n#percumalaporpolisi \n#PencitraanBasiPejabat \n#DukungAniesPresiden2024 https://t.co/PKMuRKHYTh',DinoJalal
2021-11-16 05:14:36+00:00,"'#percumalaporpolisi kl ngelaporin org sakti mandra guna spt pak ruhut. mending ongkos buat pergi bikin laporan utk ngopi dan kasih buat anak"" yatim piatu suruh mereka berdoa masa iya sich anak yatim piatu doanya ga ada yg nyangkut...'",RM. Eranolo K.
2021-11-16 05:13:33+00:00,"'RT @nova098231: Hari ini gua open vcs ya \nPrivasi aman , trusted no tipu 2\nOpen vcs bisa sekarang\nWa :081265837591\nTele:novahariyanti111\n\nF\xe2\x80\xa6'",Open member Grup VVIP ð¯
2021-11-16 05:13:31+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Lucky Meow ð
2021-11-16 05:13:31+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',joke of the day
2021-11-16 05:13:23+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Aryanto
2021-11-16 05:13:18+00:00,'berakit rakit kehulu\nberenang renang ketepian\nibukota jgn pindah dulu\nkalimantan masih kebanjiran \xf0\x9f\x98\x81\n\nsalam dari kota tepian \xf0\x9f\x98\x81\xf0\x9f\x99\x8f\n#sintang\n#kalimantan\n#percumalaporpolisi',nkri_lovers
2021-11-16 05:13:15+00:00,"'Yang baik2 ditendang, Yang Jahat dipelihara.. NKRI Sedang dikuasai Pengkhianat..\n#PercumaLaporPolisi\n#PercumaLaporPolisi https://t.co/ouZi7J2MGo'",Omega1998
2021-11-16 05:12:58+00:00,'@VIVAcoid Sempat viral hastag #PercumaLaporPolisi seharusnya ini bisa jadi cerminan bagi institusi khususnya dalam penegakan hukum terutama dalam menanggapi laporan masyarakat.',Microphone
2021-11-16 05:12:44+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',ð®ð©ðµð¸Rahmat Kurniawan
2021-11-16 05:11:30+00:00,"'Semua orang memberi ht #percumalaporpolisi sementara gue sibuk nyari duit buat anak istri,mungkin sebentarlagi bisa saja gue dibusir dari kontrakan.'",Mr Semut
